País,Región,Provincia,Distrito,Ubigeo,Población
Chile,Tarapacá,Iquique,Iquique,1101,199587
Chile,Tarapacá,Iquique,Alto Hospicio,1107,142086
Chile,Tarapacá,Del Tamarugal,Pozo Almonte,1401,16878
Chile,Tarapacá,Del Tamarugal,Camiña,1402,1335
Chile,Tarapacá,Del Tamarugal,Colchane,1403,790
Chile,Tarapacá,Del Tamarugal,Huara,1404,2858
Chile,Tarapacá,Del Tamarugal,Pica,1405,6272
Chile,Antofagasta,Antofagasta,Antofagasta,2101,401096
Chile,Antofagasta,Antofagasta,Mejillones,2102,14084
Chile,Antofagasta,Antofagasta,Sierra Gorda,2103,1472
Chile,Antofagasta,Antofagasta,Taltal,2104,12097
Chile,Antofagasta,El Loa,Calama,2201,166334
Chile,Antofagasta,El Loa,Ollagüe,2202,256
Chile,Antofagasta,El Loa,San Pedro de Atacama,2203,9843
Chile,Antofagasta,Tocopilla,Tocopilla,2301,25400
Chile,Antofagasta,Tocopilla,María Elena,2302,4834
Chile,Atacama,Copiapó,Copiapó,3101,168831
Chile,Atacama,Copiapó,Caldera,3102,18805
Chile,Atacama,Copiapó,Tierra Amarilla,3103,11846
Chile,Atacama,Chañaral,Chañaral,3201,12345
Chile,Atacama,Chañaral,Diego de Almagro,3202,11397
Chile,Atacama,Huasco,Vallenar,3301,54222
Chile,Atacama,Huasco,Alto del Carmen,3302,4788
Chile,Atacama,Huasco,Freirina,3303,7577
Chile,Atacama,Huasco,Huasco,3304,9369
Chile,Coquimbo,Elqui,La Serena,4101,250141
Chile,Coquimbo,Elqui,Coquimbo,4102,263719
Chile,Coquimbo,Elqui,Andacollo,4103,11566
Chile,Coquimbo,Elqui,La Higuera,4104,4335
Chile,Coquimbo,Elqui,Paiguano,4105,4649
Chile,Coquimbo,Elqui,Vicuña,4106,28047
Chile,Coquimbo,Choapa,Illapel,4201,32009
Chile,Coquimbo,Choapa,Canela,4202,9639
Chile,Coquimbo,Choapa,Los Vilos,4203,22879
Chile,Coquimbo,Choapa,Salamanca,4204,27823
Chile,Coquimbo,Limarí,Ovalle,4301,118696
Chile,Coquimbo,Limarí,Combarbalá,4302,12954
Chile,Coquimbo,Limarí,Monte Patria,4303,29997
Chile,Coquimbo,Limarí,Punitaqui,4304,12076
Chile,Coquimbo,Limarí,Río Hurtado,4305,4334
Chile,Valparaíso,Valparaíso,Valparaíso,5101,284938
Chile,Valparaíso,Valparaíso,Casablanca,5102,29876
Chile,Valparaíso,Valparaíso,Concón,5103,48294
Chile,Valparaíso,Valparaíso,Juan Fernández,5104,904
Chile,Valparaíso,Valparaíso,Puchuncaví,5105,22539
Chile,Valparaíso,Valparaíso,Quintero,5107,35754
Chile,Valparaíso,Valparaíso,Viña del Mar,5109,334871
Chile,Valparaíso,Isla de Pascua,Isla de Pascua,5201,4800
Chile,Valparaíso,Los Andes,Los Andes,5301,63440
Chile,Valparaíso,Los Andes,Calle Larga,5302,16597
Chile,Valparaíso,Los Andes,Rinconada,5303,11855
Chile,Valparaíso,Los Andes,San Esteban,5304,20112
Chile,Valparaíso,Petorca,La Ligua,5401,39270
Chile,Valparaíso,Petorca,Cabildo,5402,20015
Chile,Valparaíso,Petorca,Papudo,5403,7561
Chile,Valparaíso,Petorca,Petorca,5404,10206
Chile,Valparaíso,Petorca,Zapallar,5405,7980
Chile,Valparaíso,Quillota,Quillota,5501,96753
Chile,Valparaíso,Quillota,Calera,5502,50631
Chile,Valparaíso,Quillota,Hijuelas,5503,19286
Chile,Valparaíso,Quillota,La Cruz,5504,24939
Chile,Valparaíso,Quillota,Nogales,5506,22136
Chile,Valparaíso,San Antonio,San Antonio,5601,96770
Chile,Valparaíso,San Antonio,Algarrobo,5602,16076
Chile,Valparaíso,San Antonio,Cartagena,5603,24599
Chile,Valparaíso,San Antonio,El Quisco,5604,18971
Chile,Valparaíso,San Antonio,El Tabo,5605,16260
Chile,Valparaíso,San Antonio,Santo Domingo,5606,13171
Chile,Valparaíso,San Felipe de Aconcagua,San Felipe,5701,80413
Chile,Valparaíso,San Felipe de Aconcagua,Catemu,5702,13760
Chile,Valparaíso,San Felipe de Aconcagua,Llaillay,5703,25484
Chile,Valparaíso,San Felipe de Aconcagua,Panquehue,5704,7269
Chile,Valparaíso,San Felipe de Aconcagua,Putaendo,5705,17336
Chile,Valparaíso,San Felipe de Aconcagua,Santa María,5706,15134
Chile,Valparaíso,Marga Marga,Quilpué,5801,162559
Chile,Valparaíso,Marga Marga,Limache,5802,56145
Chile,Valparaíso,Marga Marga,Olmué,5803,19778
Chile,Valparaíso,Marga Marga,Villa Alemana,5804,139571
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,6101,257744
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Codegua,6102,13955
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Coinco,6103,7916
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Coltauco,6104,21373
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Doñihue,6105,21925
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Graneros,6106,35938
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Las Cabras,6107,27554
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Machalí,6108,60875
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Malloa,6109,13882
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Mostazal,6110,27394
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Olivar,6111,13901
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Peumo,6112,14243
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Pichidegua,6113,20363
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Quinta de Tilcoco,6114,13558
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Rengo,6115,63620
Chile,Libertador General Bernardo O'Higgins,Cachapoal,Requínoa,6116,29508
Chile,Libertador General Bernardo O'Higgins,Cachapoal,San Vicente,6117,49559
Chile,Libertador General Bernardo O'Higgins,Cardenal Caro,Pichilemu,6201,19847
Chile,Libertador General Bernardo O'Higgins,Cardenal Caro,La Estrella,6202,4609
Chile,Libertador General Bernardo O'Higgins,Cardenal Caro,Litueche,6203,8852
Chile,Libertador General Bernardo O'Higgins,Cardenal Caro,Marchihue,6204,8715
Chile,Libertador General Bernardo O'Higgins,Cardenal Caro,Navidad,6205,8885
Chile,Libertador General Bernardo O'Higgins,Cardenal Caro,Paredones,6206,7228
Chile,Libertador General Bernardo O'Higgins,Colchagua,San Fernando,6301,75585
Chile,Libertador General Bernardo O'Higgins,Colchagua,Chépica,6302,15668
Chile,Libertador General Bernardo O'Higgins,Colchagua,Chimbarongo,6303,37258
Chile,Libertador General Bernardo O'Higgins,Colchagua,Lolol,6304,7791
Chile,Libertador General Bernardo O'Higgins,Colchagua,Nancagua,6305,18723
Chile,Libertador General Bernardo O'Higgins,Colchagua,Palmilla,6306,13060
Chile,Libertador General Bernardo O'Higgins,Colchagua,Peralillo,6307,12493
Chile,Libertador General Bernardo O'Higgins,Colchagua,Placilla,6308,9438
Chile,Libertador General Bernardo O'Higgins,Colchagua,Pumanque,6309,4559
Chile,Libertador General Bernardo O'Higgins,Colchagua,Santa Cruz,6310,41209
Chile,Maule,Talca,Talca,7101,232131
Chile,Maule,Talca,Constitución,7102,47004
Chile,Maule,Talca,Curepto,7103,9519
Chile,Maule,Talca,Empedrado,7104,3990
Chile,Maule,Talca,Maule,7105,61081
Chile,Maule,Talca,Pelarco,7106,9229
Chile,Maule,Talca,Pencahue,7107,9181
Chile,Maule,Talca,Río Claro,7108,14276
Chile,Maule,Talca,San Clemente,7109,47380
Chile,Maule,Talca,San Rafael,7110,11230
Chile,Maule,Cauquenes,Cauquenes,7201,42798
Chile,Maule,Cauquenes,Chanco,7202,9446
Chile,Maule,Cauquenes,Pelluhue,7203,8578
Chile,Maule,Curicó,Curicó,7301,159968
Chile,Maule,Curicó,Hualañé,7302,10775
Chile,Maule,Curicó,Licantén,7303,6892
Chile,Maule,Curicó,Molina,7304,48949
Chile,Maule,Curicó,Rauco,7305,11266
Chile,Maule,Curicó,Romeral,7306,17233
Chile,Maule,Curicó,Sagrada Familia,7307,19427
Chile,Maule,Curicó,Teno,7308,30113
Chile,Maule,Curicó,Vichuquén,7309,4716
Chile,Maule,Linares,Linares,7401,96744
Chile,Maule,Linares,Colbún,7402,22637
Chile,Maule,Linares,Longaví,7403,33299
Chile,Maule,Linares,Parral,7404,45323
Chile,Maule,Linares,Retiro,7405,22310
Chile,Maule,Linares,San Javier,7406,49559
Chile,Maule,Linares,Villa Alegre,7407,17919
Chile,Maule,Linares,Yerbas Buenas,7408,20035
Chile,Biobío,Concepción,Concepción,8101,230375
Chile,Biobío,Concepción,Coronel,8102,123648
Chile,Biobío,Concepción,Chiguayante,8103,85822
Chile,Biobío,Concepción,Florida,8104,12958
Chile,Biobío,Concepción,Hualqui,8105,25795
Chile,Biobío,Concepción,Lota,8106,39980
Chile,Biobío,Concepción,Penco,8107,48971
Chile,Biobío,Concepción,San Pedro de La paz,8108,150992
Chile,Biobío,Concepción,Santa Juana,8109,14947
Chile,Biobío,Concepción,Talcahuano,8110,147322
Chile,Biobío,Concepción,Tomé,8111,56907
Chile,Biobío,Concepción,Hualpén,8112,87731
Chile,Biobío,Arauco,Lebu,8201,25246
Chile,Biobío,Arauco,Arauco,8202,37163
Chile,Biobío,Arauco,Cañete,8203,34640
Chile,Biobío,Arauco,Contulmo,8204,5905
Chile,Biobío,Arauco,Curanilahue,8205,31119
Chile,Biobío,Arauco,Los Álamos,8206,21950
Chile,Biobío,Arauco,Tirúa,8207,10208
Chile,Biobío,Biobío,Los Ángeles,8301,219441
Chile,Biobío,Biobío,Antuco,8302,4373
Chile,Biobío,Biobío,Cabrero,8303,31256
Chile,Biobío,Biobío,Laja,8304,23706
Chile,Biobío,Biobío,Mulchén,8305,29036
Chile,Biobío,Biobío,Nacimiento,8306,26140
Chile,Biobío,Biobío,Negrete,8307,10723
Chile,Biobío,Biobío,Quilaco,8308,4440
Chile,Biobío,Biobío,Quilleco,8309,9700
Chile,Biobío,Biobío,San Rosendo,8310,3575
Chile,Biobío,Biobío,Santa Bárbara,8311,14075
Chile,Biobío,Biobío,Tucapel,8312,15729
Chile,Biobío,Biobío,Yumbel,8313,23170
Chile,Biobío,Biobío,Alto Biobío,8314,6016
Chile,La Araucanía,Cautín,Temuco,9101,292518
Chile,La Araucanía,Cautín,Carahue,9102,24957
Chile,La Araucanía,Cautín,Cunco,9103,19177
Chile,La Araucanía,Cautín,Curarrehue,9104,7733
Chile,La Araucanía,Cautín,Freire,9105,26164
Chile,La Araucanía,Cautín,Galvarino,9106,12710
Chile,La Araucanía,Cautín,Gorbea,9107,14148
Chile,La Araucanía,Cautín,Lautaro,9108,41936
Chile,La Araucanía,Cautín,Loncoche,9109,25158
Chile,La Araucanía,Cautín,Melipeuco,9110,6796
Chile,La Araucanía,Cautín,Nueva Imperial,9111,33988
Chile,La Araucanía,Cautín,Padre Las Casas,9112,80656
Chile,La Araucanía,Cautín,Perquenco,9113,7438
Chile,La Araucanía,Cautín,Pitrufquén,9114,27041
Chile,La Araucanía,Cautín,Pucón,9115,32321
Chile,La Araucanía,Cautín,Saavedra,9116,12877
Chile,La Araucanía,Cautín,Teodoro Schmidt,9117,15639
Chile,La Araucanía,Cautín,Toltén,9118,10041
Chile,La Araucanía,Cautín,Vilcún,9119,31575
Chile,La Araucanía,Cautín,Villarrica,9120,67737
Chile,La Araucanía,Cautín,Cholchol,9121,13167
Chile,La Araucanía,Malleco,Angol,9201,53022
Chile,La Araucanía,Malleco,Collipulli,9202,24303
Chile,La Araucanía,Malleco,Curacautín,9203,18536
Chile,La Araucanía,Malleco,Ercilla,9204,7730
Chile,La Araucanía,Malleco,Lonquimay,9205,10247
Chile,La Araucanía,Malleco,Los Sauces,9206,7348
Chile,La Araucanía,Malleco,Lumaco,9207,9253
Chile,La Araucanía,Malleco,Purén,9208,12184
Chile,La Araucanía,Malleco,Renaico,9209,10686
Chile,La Araucanía,Malleco,Traiguén,9210,18873
Chile,La Araucanía,Malleco,Victoria,9211,34464
Chile,Los Lagos,Llanquihue,Puerto Montt,10101,277040
Chile,Los Lagos,Llanquihue,Calbuco,10102,36474
Chile,Los Lagos,Llanquihue,Cochamó,10103,4199
Chile,Los Lagos,Llanquihue,Fresia,10104,12320
Chile,Los Lagos,Llanquihue,Frutillar,10105,22554
Chile,Los Lagos,Llanquihue,Los Muermos,10106,17162
Chile,Los Lagos,Llanquihue,Llanquihue,10107,18088
Chile,Los Lagos,Llanquihue,Maullín,10108,15063
Chile,Los Lagos,Llanquihue,Puerto Varas,10109,52942
Chile,Los Lagos,Chiloé,Castro,10201,46997
Chile,Los Lagos,Chiloé,Ancud,10202,40949
Chile,Los Lagos,Chiloé,Chonchi,10203,16078
Chile,Los Lagos,Chiloé,Curaco de Vélez,10204,3662
Chile,Los Lagos,Chiloé,Dalcahue,10205,14894
Chile,Los Lagos,Chiloé,Puqueldón,10206,4048
Chile,Los Lagos,Chiloé,Queilén,10207,5690
Chile,Los Lagos,Chiloé,Quellón,10208,28460
Chile,Los Lagos,Chiloé,Quemchi,10209,8409
Chile,Los Lagos,Chiloé,Quinchao,10210,7678
Chile,Los Lagos,Osorno,Osorno,10301,166455
Chile,Los Lagos,Osorno,Puerto Octay,10302,8865
Chile,Los Lagos,Osorno,Purranque,10303,19542
Chile,Los Lagos,Osorno,Puyehue,10304,11712
Chile,Los Lagos,Osorno,Río Negro,10305,13874
Chile,Los Lagos,Osorno,San Juan de la Costa,10306,7776
Chile,Los Lagos,Osorno,San Pablo,10307,10883
Chile,Los Lagos,Palena,Chaitén,10401,4025
Chile,Los Lagos,Palena,Futaleufú,10402,3062
Chile,Los Lagos,Palena,Hualaihué,10403,9480
Chile,Los Lagos,Palena,Palena,10404,1903
Chile,Aysén del General Carlos Ibáñez del Campo,Coyhaique,Coyhaique,11101,57823
Chile,Aysén del General Carlos Ibáñez del Campo,Coyhaique,Lago Verde,11102,779
Chile,Aysén del General Carlos Ibáñez del Campo,Aysén,Aysén,11201,23170
Chile,Aysén del General Carlos Ibáñez del Campo,Aysén,Cisnes,11202,5137
Chile,Aysén del General Carlos Ibáñez del Campo,Aysén,Guaitecas,11203,1598
Chile,Aysén del General Carlos Ibáñez del Campo,Capitán Prat,Cochrane,11301,3458
Chile,Aysén del General Carlos Ibáñez del Campo,Capitán Prat,O'Higgins,11302,647
Chile,Aysén del General Carlos Ibáñez del Campo,Capitán Prat,Tortel,11303,505
Chile,Aysén del General Carlos Ibáñez del Campo,General Carrera,Chile Chico,11401,4905
Chile,Aysén del General Carlos Ibáñez del Campo,General Carrera,Río Ibáñez,11402,2723
Chile,Magallanes y de la Antártica Chilena,Magallanes,Punta Arenas,12101,132363
Chile,Magallanes y de la Antártica Chilena,Magallanes,Laguna Blanca,12102,269
Chile,Magallanes y de la Antártica Chilena,Magallanes,Río Verde,12103,102
Chile,Magallanes y de la Antártica Chilena,Magallanes,San Gregorio,12104,241
Chile,Magallanes y de la Antártica Chilena,Antártica Chilena,Cabo de Hornos,12201,1750
Chile,Magallanes y de la Antártica Chilena,Antártica Chilena,Antártica,12202,60
Chile,Magallanes y de la Antártica Chilena,Tierra del Fuego,Porvenir,12301,6809
Chile,Magallanes y de la Antártica Chilena,Tierra del Fuego,Primavera,12302,431
Chile,Magallanes y de la Antártica Chilena,Tierra del Fuego,Timaukel,12303,157
Chile,Magallanes y de la Antártica Chilena,Última Esperanza,Natales,12401,24152
Chile,Magallanes y de la Antártica Chilena,Última Esperanza,Torres del Paine,12402,203
Chile,Metropolitana de Santiago,Santiago,Santiago,13101,438856
Chile,Metropolitana de Santiago,Santiago,Cerrillos,13102,85041
Chile,Metropolitana de Santiago,Santiago,Cerro Navia,13103,127250
Chile,Metropolitana de Santiago,Santiago,Conchalí,13104,121587
Chile,Metropolitana de Santiago,Santiago,El Bosque,13105,155257
Chile,Metropolitana de Santiago,Santiago,Estación Central,13106,181049
Chile,Metropolitana de Santiago,Santiago,Huechuraba,13107,101808
Chile,Metropolitana de Santiago,Santiago,Independencia,13108,116943
Chile,Metropolitana de Santiago,Santiago,La Cisterna,13109,103157
Chile,Metropolitana de Santiago,Santiago,La Florida,13110,374836
Chile,Metropolitana de Santiago,Santiago,La Granja,13111,112022
Chile,Metropolitana de Santiago,Santiago,La Pintana,13112,175421
Chile,Metropolitana de Santiago,Santiago,La Reina,13113,89870
Chile,Metropolitana de Santiago,Santiago,Las Condes,13114,296134
Chile,Metropolitana de Santiago,Santiago,Lo Barnechea,13115,112620
Chile,Metropolitana de Santiago,Santiago,Lo Espejo,13116,87295
Chile,Metropolitana de Santiago,Santiago,Lo Prado,13117,91290
Chile,Metropolitana de Santiago,Santiago,Macul,13118,123800
Chile,Metropolitana de Santiago,Santiago,Maipú,13119,503635
Chile,Metropolitana de Santiago,Santiago,Ñuñoa,13120,241467
Chile,Metropolitana de Santiago,Santiago,Pedro Aguirre Cerda,13121,96062
Chile,Metropolitana de Santiago,Santiago,Peñalolén,13122,236478
Chile,Metropolitana de Santiago,Santiago,Providencia,13123,143974
Chile,Metropolitana de Santiago,Santiago,Pudahuel,13124,227820
Chile,Metropolitana de Santiago,Santiago,Quilicura,13125,205624
Chile,Metropolitana de Santiago,Santiago,Quinta Normal,13126,129351
Chile,Metropolitana de Santiago,Santiago,Recoleta,13127,154615
Chile,Metropolitana de Santiago,Santiago,Renca,13128,143622
Chile,Metropolitana de Santiago,Santiago,San Joaquín,13129,95602
Chile,Metropolitana de Santiago,Santiago,San Miguel,13130,150829
Chile,Metropolitana de Santiago,Santiago,San Ramón,13131,76002
Chile,Metropolitana de Santiago,Santiago,Vitacura,13132,86420
Chile,Metropolitana de Santiago,Cordillera,Puente Alto,13201,568086
Chile,Metropolitana de Santiago,Cordillera,Pirque,13202,29060
Chile,Metropolitana de Santiago,Cordillera,San José de Maipo,13203,17441
Chile,Metropolitana de Santiago,Chacabuco,Colina,13301,173293
Chile,Metropolitana de Santiago,Chacabuco,Lampa,13302,145160
Chile,Metropolitana de Santiago,Chacabuco,Tiltil,13303,19742
Chile,Metropolitana de Santiago,Maipo,San Bernardo,13401,306371
Chile,Metropolitana de Santiago,Maipo,Buin,13402,116969
Chile,Metropolitana de Santiago,Maipo,Calera de Tango,13403,25491
Chile,Metropolitana de Santiago,Maipo,Paine,13404,78828
Chile,Metropolitana de Santiago,Melipilla,Melipilla,13501,136325
Chile,Metropolitana de Santiago,Melipilla,Alhué,13502,7768
Chile,Metropolitana de Santiago,Melipilla,Curacaví,13503,35165
Chile,Metropolitana de Santiago,Melipilla,María Pinto,13504,15352
Chile,Metropolitana de Santiago,Melipilla,San Pedro,13505,11108
Chile,Metropolitana de Santiago,Talagante,Talagante,13601,76429
Chile,Metropolitana de Santiago,Talagante,El Monte,13602,37497
Chile,Metropolitana de Santiago,Talagante,Isla de Maipo,13603,39274
Chile,Metropolitana de Santiago,Talagante,Padre Hurtado,13604,81243
Chile,Metropolitana de Santiago,Talagante,Peñaflor,13605,94402
Chile,Los Ríos,Valdivia,Valdivia,14101,170043
Chile,Los Ríos,Valdivia,Corral,14102,5501
Chile,Los Ríos,Valdivia,Lanco,14103,16876
Chile,Los Ríos,Valdivia,Los Lagos,14104,21431
Chile,Los Ríos,Valdivia,Máfil,14105,8074
Chile,Los Ríos,Valdivia,Mariquina,14106,22973
Chile,Los Ríos,Valdivia,Paillaco,14107,19802
Chile,Los Ríos,Valdivia,Panguipulli,14108,35098
Chile,Los Ríos,Ranco,La Unión,14201,38907
Chile,Los Ríos,Ranco,Futrono,14202,15635
Chile,Los Ríos,Ranco,Lago Ranco,14203,10527
Chile,Los Ríos,Ranco,Río Bueno,14204,33363
Chile,Arica y Parinacota,Arica,Arica,15101,241653
Chile,Arica y Parinacota,Arica,Camarones,15102,861
Chile,Arica y Parinacota,Parinacota,Putre,15201,1547
Chile,Arica y Parinacota,Parinacota,General Lagos,15202,508
Chile,Ñuble,Diguillín,Chillán,16101,190382
Chile,Ñuble,Diguillín,Bulnes,16102,23863
Chile,Ñuble,Diguillín,Chillán Viejo,16103,32688
Chile,Ñuble,Diguillín,El Carmen,16104,13186
Chile,Ñuble,Diguillín,Pemuco,16105,8930
Chile,Ñuble,Diguillín,Pinto,16106,12502
Chile,Ñuble,Diguillín,Quillón,16107,19165
Chile,Ñuble,Diguillín,San Ignacio,16108,17405
Chile,Ñuble,Diguillín,Yungay,16109,18680
Chile,Ñuble,Itata,Quirihue,16201,11746
Chile,Ñuble,Itata,Cobquecura,16202,5495
Chile,Ñuble,Itata,Coelemu,16203,15895
Chile,Ñuble,Itata,Ninhue,16204,5763
Chile,Ñuble,Itata,Portezuelo,16205,5203
Chile,Ñuble,Itata,Ránquil,16206,6508
Chile,Ñuble,Itata,Trehuaco,16207,6124
Chile,Ñuble,Punilla,San Carlos,16301,55847
Chile,Ñuble,Punilla,Coihueco,16302,29766
Chile,Ñuble,Punilla,Ñiquén,16303,12797
Chile,Ñuble,Punilla,San Fabián,16304,5245
Chile,Ñuble,Punilla,San Nicolás,16305,15099
Colombia,Antioquia,,Medellín,5001,2616335
Colombia,Antioquia,,Abejorral,5002,21468
Colombia,Antioquia,,Abriaquí,5004,2855
Colombia,Antioquia,,Alejandría,5021,4955
Colombia,Antioquia,,Amagá,5030,32412
Colombia,Antioquia,,Amalfi,5031,27846
Colombia,Antioquia,,Andes,5034,46183
Colombia,Antioquia,,Angelópolis,5036,6109
Colombia,Antioquia,,Angostura,5038,12121
Colombia,Antioquia,,Anorí,5040,19675
Colombia,Antioquia,,Santafé de Antioquia,5042,28049
Colombia,Antioquia,,Anzá,5044,7483
Colombia,Antioquia,,Apartadó,5045,131422
Colombia,Antioquia,,Arboletes,5051,32192
Colombia,Antioquia,,Argelia,5055,8024
Colombia,Antioquia,,Armenia,5059,5404
Colombia,Antioquia,,Barbosa,5079,56103
Colombia,Antioquia,,Belmira,5086,6405
Colombia,Antioquia,,Bello,5088,566456
Colombia,Antioquia,,Betania,5091,10892
Colombia,Antioquia,,Betulia,5093,16604
Colombia,Antioquia,,Ciudad Bolívar,5101,27711
Colombia,Antioquia,,Briceño,5107,8523
Colombia,Antioquia,,Buriticá,5113,10017
Colombia,Antioquia,,Cáceres,5120,31160
Colombia,Antioquia,,Caicedo,5125,8870
Colombia,Antioquia,,Caldas,5129,86081
Colombia,Antioquia,,Campamento,5134,9755
Colombia,Antioquia,,Cañasgordas,5138,16371
Colombia,Antioquia,,Caracolí,5142,4824
Colombia,Antioquia,,Caramanta,5145,4951
Colombia,Antioquia,,Carepa,5147,52184
Colombia,Antioquia,,El Carmen de Viboral,5148,64265
Colombia,Antioquia,,Carolina,5150,4219
Colombia,Antioquia,,Caucasia,5154,97803
Colombia,Antioquia,,Chigorodó,5172,62235
Colombia,Antioquia,,Cisneros,5190,10422
Colombia,Antioquia,,Cocorná,5197,16551
Colombia,Antioquia,,Concepción,5206,5049
Colombia,Antioquia,,Concordia,5209,22737
Colombia,Antioquia,,Copacabana,5212,84209
Colombia,Antioquia,,Dabeiba,5234,24586
Colombia,Antioquia,,Donmatías,5237,20360
Colombia,Antioquia,,Ebéjico,5240,12820
Colombia,Antioquia,,El Bagre,5250,56306
Colombia,Antioquia,,Entrerríos,5264,12062
Colombia,Antioquia,,Envigado,5266,248304
Colombia,Antioquia,,Fredonia,5282,25981
Colombia,Antioquia,,Frontino,5284,21905
Colombia,Antioquia,,Giraldo,5306,5963
Colombia,Antioquia,,Girardota,5308,55902
Colombia,Antioquia,,Gómez Plata,5310,10397
Colombia,Antioquia,,Granada,5313,10785
Colombia,Antioquia,,Guadalupe,5315,6966
Colombia,Antioquia,,Guarne,5318,59710
Colombia,Antioquia,,Guatapé,5321,9020
Colombia,Antioquia,,Heliconia,5347,5716
Colombia,Antioquia,,Hispania,5353,5846
Colombia,Antioquia,,Itagüí,5360,299348
Colombia,Antioquia,,Ituango,5361,28890
Colombia,Antioquia,,Jardín,5364,15513
Colombia,Antioquia,,Jericó,5368,14454
Colombia,Antioquia,,La Ceja,5376,70387
Colombia,Antioquia,,La Estrella,5380,77611
Colombia,Antioquia,,La Pintada,5390,8614
Colombia,Antioquia,,La Unión,5400,23072
Colombia,Antioquia,,Liborina,5411,10649
Colombia,Antioquia,,Maceo,5425,8707
Colombia,Antioquia,,Marinilla,5440,69898
Colombia,Antioquia,,Montebello,5467,7035
Colombia,Antioquia,,Murindó,5475,5300
Colombia,Antioquia,,Mutatá,5480,15035
Colombia,Antioquia,,Nariño,5483,10812
Colombia,Antioquia,,Necoclí,5490,45530
Colombia,Antioquia,,Nechí,5495,27901
Colombia,Antioquia,,Olaya,5501,3327
Colombia,Antioquia,,Peñol,5541,22592
Colombia,Antioquia,,Peque,5543,8644
Colombia,Antioquia,,Pueblorrico,5576,9198
Colombia,Antioquia,,Puerto Berrío,5579,42203
Colombia,Antioquia,,Puerto Nare,5585,15232
Colombia,Antioquia,,Puerto Triunfo,5591,19554
Colombia,Antioquia,,Remedios,5604,30501
Colombia,Antioquia,,Retiro,5607,25431
Colombia,Antioquia,,Rionegro,5615,146880
Colombia,Antioquia,,Sabanalarga,5628,9668
Colombia,Antioquia,,Sabaneta,5631,89647
Colombia,Antioquia,,Salgar,5642,19314
Colombia,Antioquia,,San Andrés de Cuerquía,5647,7649
Colombia,Antioquia,,San Carlos,5649,16984
Colombia,Antioquia,,San Francisco,5652,5996
Colombia,Antioquia,,San Jerónimo,5656,16499
Colombia,Antioquia,,San José de La Montaña,5658,3920
Colombia,Antioquia,,San Juan de Urabá,5659,21707
Colombia,Antioquia,,San Luis,5660,13791
Colombia,Antioquia,,San Pedro de Los Milagros,5664,23573
Colombia,Antioquia,,San Pedro de Urabá,5665,33180
Colombia,Antioquia,,San Rafael,5667,16617
Colombia,Antioquia,,San Roque,5670,22966
Colombia,Antioquia,,San Vicente,5674,23546
Colombia,Antioquia,,Santa Bárbara,5679,27862
Colombia,Antioquia,,Santa Rosa de Osos,5686,39054
Colombia,Antioquia,,Santo Domingo,5690,13075
Colombia,Antioquia,,El Santuario,5697,38116
Colombia,Antioquia,,Segovia,5736,40922
Colombia,Antioquia,,Sonsón,5756,38520
Colombia,Antioquia,,Sopetrán,5761,16089
Colombia,Antioquia,,Támesis,5789,17176
Colombia,Antioquia,,Tarazá,5790,29082
Colombia,Antioquia,,Tarso,5792,6555
Colombia,Antioquia,,Titiribí,5809,11364
Colombia,Antioquia,,Toledo,5819,5266
Colombia,Antioquia,,Turbo,5837,134517
Colombia,Antioquia,,Uramita,5842,7277
Colombia,Antioquia,,Urrao,5847,32139
Colombia,Antioquia,,Valdivia,5854,14722
Colombia,Antioquia,,Valparaíso,5856,6916
Colombia,Antioquia,,Vegachí,5858,12556
Colombia,Antioquia,,Venecia,5861,12322
Colombia,Antioquia,,Vigía del Fuerte,5873,9752
Colombia,Antioquia,,Yalí,5885,8091
Colombia,Antioquia,,Yarumal,5887,44457
Colombia,Antioquia,,Yolombó,5890,24023
Colombia,Antioquia,,Yondó,5893,20727
Colombia,Antioquia,,Zaragoza,5895,26207
Colombia,Atlántico,,Barranquilla,8001,1334509
Colombia,Atlántico,,Baranoa,8078,69745
Colombia,Atlántico,,Campo de La Cruz,8137,25047
Colombia,Atlántico,,Candelaria,8141,17732
Colombia,Atlántico,,Galapa,8296,68594
Colombia,Atlántico,,Juan de Acosta,8372,23569
Colombia,Atlántico,,Luruaco,8421,31193
Colombia,Atlántico,,Malambo,8433,143950
Colombia,Atlántico,,Manatí,8436,21876
Colombia,Atlántico,,Palmar de Varela,8520,32365
Colombia,Atlántico,,Piojó,8549,7327
